17.0364,8.23537,0,0,0,0.185015,0.982736,0,3
18.5739,8.80568,0,0,0,0.195269,0.98075,0,3
19.596,9.25364,0,0,0,0.1802,0.98363,0,3
21.6195,9.95218,0,0,0,0.169092,0.9856,0,3
22.6847,10.3206,0,0,0,0.184361,0.982859,0,3
24.1956,10.9253,0,0,0,0.183057,0.983102,0,3
25.7885,11.4829,0,0,0,0.16313,0.986605,0,3
27.3499,12.013,0,0,0,0.148616,0.988895,0,3
28.9025,12.5567,0,0,0,0.164305,0.98641,0,3
30.4723,13.0385,0,0,0,0.15513,0.987894,0,3
31.9869,13.5142,0,0,0,0.127376,0.991854,0,3
33.6409,14.0289,0,0,0,0.144454,0.989512,0,3
35.7041,14.73,0,0,0,0.147296,0.989092,0,3
37.3026,15.1994,0,0,0,0.15777,0.987476,0,3
38.7206,15.9261,0,0,0,0.217503,0.97606,0,3
40.1439,16.6997,0,0,0,0.247575,0.968869,0,3
41.6397,17.5997,0,0,0,0.255388,0.966839,0,3
43.0615,18.3246,0,0,0,0.22581,0.974171,0,3
44.566,19.0296,0,0,0,0.233965,0.972245,0,3
46.0818,19.8737,0,0,0,0.233529,0.97235,0,3
47.6072,20.6834,0,0,0,0.245801,0.96932,0,3
49.0633,21.5743,0,0,0,0.246742,0.969081,0,3
50.5491,22.4241,0,0,0,0.246906,0.96904,0,3
51.9845,23.1749,0,0,0,0.250958,0.967998,0,3
53.9595,24.2164,0,0,0,0.243435,0.969917,0,3
55.3676,25.1056,0,0,0,0.264112,0.964492,0,3
56.744,26.0325,0,0,0,0.272094,0.962271,0,3
58.1112,26.8943,0,0,0,0.28485,0.958572,0,3
59.529,27.8748,0,0,0,0.276397,0.961043,0,3
60.9314,28.8065,0,0,0,0.28003,0.959991,0,3
62.3138,29.7212,0,0,0,0.273758,0.961798,0,3
64.1619,30.874,0,0,0,0.259246,0.965811,0,3
65.5123,31.7867,0,0,0,0.280389,0.959886,0,3
66.8829,32.7083,0,0,0,0.296017,0.955183,0,3
68.2503,33.6326,0,0,0,0.285364,0.958419,0,3
69.6697,34.5874,0,0,0,0.286429,0.958101,0,3
70.9688,35.4938,0,0,0,0.281284,0.959625,0,3
72.28,36.3579,0,0,0,0.26273,0.964869,0,3
73.6204,37.2119,0,0,0,0.27604,0.961146,0,3
74.9825,38.1842,0,0,0,0.290171,0.956975,0,3
76.3009,39.1362,0,0,0,0.335836,0.94192,0,3
77.6702,40.2136,0,0,0,0.406409,0.913691,0,3
78.4016,41.3436,0,0,0,0.538927,0.842352,0,3
78.7869,42.9695,0,0,0,0.729757,0.683707,0,3
78.464,44.4304,0,0,0,0.791136,0.61164,0,3
77.772,45.8092,0,0,0,0.86497,0.501823,0,3
77.2079,46.714,0,0,0,0.870946,0.49138,0,3
76.0513,48.5652,0,0,0,0.868289,0.496059,0,3
75.1611,49.9693,0,0,0,0.872498,0.488618,0,3
74.2397,51.3776,0,0,0,0.875527,0.483169,0,3
73.6517,52.2609,0,0,0,0.868667,0.495397,0,3
72.4335,54.0611,0,0,0,0.880082,0.474822,0,3
71.4888,55.3934,0,0,0,0.874487,0.485049,0,3
70.6511,56.7038,0,0,0,0.873556,0.486723,0,3
69.5968,58.1416,0,0,0,0.881138,0.472859,0,3
68.4599,59.5875,0,0,0,0.918671,0.395024,0,3
67.4826,60.4007,0,0,0,0.961882,0.273463,0,3
65.5972,61.2445,0,0,0,0.967613,0.25244,0,3
64.3717,61.9907,0,0,0,0.959837,0.280558,0,3
63.2187,62.7068,0,0,0,0.950106,0.311926,0,3
62.1367,63.3956,0,0,0,0.960598,0.277941,0,3
60.9472,64.1701,0,0,0,0.960454,0.278437,0,3
59.8158,64.9244,0,0,0,0.938974,0.343987,0,3
58.4649,66.1012,0,0,0,0.92639,0.376565,0,3
57.5659,66.8799,0,0,0,0.944266,0.329183,0,3
56.434,67.457,0,0,0,0.955272,0.295729,0,3
54.9179,68.5344,0,0,0,0.935117,0.354339,0,3
53.8416,70.0397,0,0,0,0.903078,0.429476,0,3
52.9361,71.3289,0,0,0,0.850242,0.526392,0,3
52.1716,72.725,0,0,0,0.875032,0.484065,0,3
51.2095,73.9957,0,0,0,0.901051,0.433714,0,3
50.1335,75.2287,0,0,0,0.922035,0.387106,0,3
49.1022,75.9936,0,0,0,0.979423,0.201818,0,3
47.3912,76.1424,0,0,0,-0.996239,0.0866535,0,3
46.3791,75.957,0,0,0,-0.980781,0.19511,0,3
44.9604,75.376,0,0,0,-0.959121,0.282996,0,3
43.1947,74.317,0,0,0,-0.957273,0.289185,0,3
41.9508,73.4245,0,0,0,-0.952022,0.306029,0,3
40.2945,72.107,0,0,0,-0.94734,0.320229,0,3
39.4787,71.4677,0,0,0,-0.953792,0.300468,0,3
38.1723,70.5527,0,0,0,-0.955093,0.296305,0,3
36.4357,69.1906,0,0,0,-0.95712,0.289692,0,3
35.6323,68.5718,0,0,0,-0.944553,0.32836,0,3
