1.2565,0.650381,0,0,0,0.162266,0.986747,0,3
2.29916,1.00202,0,0,0,0.165456,0.986217,0,3
3.35933,1.44355,0,0,0,0.183363,0.983045,0,3
4.42716,1.85736,0,0,0,0.18957,0.981867,0,3
5.40012,2.25957,0,0,0,0.161638,0.98685,0,3
6.37195,2.60969,0,0,0,0.159238,0.98724,0,3
7.41385,3.02686,0,0,0,0.185484,0.982647,0,3
8.44049,3.44852,0,0,0,0.178752,0.983894,0,3
9.43859,3.91241,0,0,0,0.190194,0.981747,0,3
10.4217,4.33473,0,0,0,0.190139,0.981757,0,3
11.415,4.74518,0,0,0,0.16937,0.985553,0,3
12.4361,5.12793,0,0,0,0.183726,0.982978,0,3
13.4284,5.51709,0,0,0,0.184276,0.982874,0,3
14.4563,5.97598,0,0,0,0.174681,0.984625,0,3
15.4622,6.39276,0,0,0,0.189278,0.981924,0,3
16.456,6.79998,0,0,0,0.184043,0.982918,0,3
17.4587,7.24287,0,0,0,0.197844,0.980233,0,3
18.5529,7.73265,0,0,0,0.192857,0.981227,0,3
19.5808,8.15703,0,0,0,0.194019,0.980998,0,3
20.5808,8.64232,0,0,0,0.194104,0.980981,0,3
21.5761,8.96924,0,0,0,0.168701,0.985667,0,3
22.5849,9.37154,0,0,0,0.183333,0.983051,0,3
23.6204,9.78363,0,0,0,0.204029,0.978965,0,3
24.636,10.2519,0,0,0,0.189635,0.981855,0,3
25.6415,10.7308,0,0,0,0.204148,0.97894,0,3
26.6771,11.1021,0,0,0,0.185485,0.982647,0,3
27.735,11.4341,0,0,0,0.162835,0.986653,0,3
28.8013,11.7633,0,0,0,0.171893,0.985116,0,3
29.8269,12.1486,0,0,0,0.167687,0.98584,0,3
30.8926,12.4685,0,0,0,0.151662,0.988432,0,3
31.9423,12.8069,0,0,0,0.160072,0.987105,0,3
32.9532,13.1459,0,0,0,0.13993,0.990161,0,3
34.0909,13.5525,0,0,0,0.172421,0.985023,0,3
35.1663,13.9112,0,0,0,0.168691,0.985669,0,3
36.2048,14.282,0,0,0,0.145298,0.989388,0,3
37.2407,14.5729,0,0,0,0.137221,0.99054,0,3
38.2785,14.9258,0,0,0,0.154066,0.988061,0,3
39.2108,15.3317,0,0,0,0.190108,0.981763,0,3
40.23,15.8634,0,0,0,0.220596,0.975365,0,3
41.1682,16.4341,0,0,0,0.252607,0.967569,0,3
42.1231,16.987,0,0,0,0.25536,0.966846,0,3
43.1655,17.5813,0,0,0,0.230612,0.973046,0,3
44.067,18.0622,0,0,0,0.230475,0.973078,0,3
45.0114,18.5361,0,0,0,0.240913,0.970547,0,3
46.0083,19.0539,0,0,0,0.252106,0.9677,0,3
46.9825,19.6008,0,0,0,0.233122,0.972447,0,3
47.9442,20.1148,0,0,0,0.252177,0.967681,0,3
48.9349,20.6409,0,0,0,0.244184,0.969729,0,3
49.9089,21.1593,0,0,0,0.239887,0.970801,0,3
50.9935,21.7644,0,0,0,0.245546,0.969385,0,3
51.998,22.3336,0,0,0,0.263424,0.96468,0,3
52.9787,22.8312,0,0,0,0.259641,0.965705,0,3
53.9664,23.353,0,0,0,0.235471,0.971881,0,3
54.9821,23.771,0,0,0,0.221117,0.975247,0,3
55.9203,24.32,0,0,0,0.25683,0.966456,0,3
56.8083,24.871,0,0,0,0.24638,0.969173,0,3
57.7591,25.4442,0,0,0,0.247097,0.968991,0,3
58.7626,26.0251,0,0,0,0.250266,0.968177,0,3
59.7334,26.5547,0,0,0,0.230162,0.973152,0,3
60.7072,27.1137,0,0,0,0.231267,0.97289,0,3
61.6263,27.6945,0,0,0,0.235163,0.971956,0,3
62.5811,28.2001,0,0,0,0.24268,0.970106,0,3
63.5587,28.813,0,0,0,0.251582,0.967836,0,3
64.4724,29.2968,0,0,0,0.254186,0.967155,0,3
65.435,29.792,0,0,0,0.222605,0.974909,0,3
66.3893,30.344,0,0,0,0.238301,0.971191,0,3
67.3567,30.8421,0,0,0,0.24323,0.969969,0,3
68.3082,31.3894,0,0,0,0.252344,0.967637,0,3
69.2502,31.9244,0,0,0,0.261084,0.965316,0,3
70.2555,32.5021,0,0,0,0.242076,0.970257,0,3
71.21,33.0883,0,0,0,0.266559,0.963819,0,3
